user_id,user_project_cycle_id,project_id,os,source,os_env,dbm_version,extracted_at,record_type,value,extra_value,unit,start_time,end_time,session_id,is_aggregated,hardware_model,software_version,app_version
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,88.0,,count/min,2023-10-01 04:48:12.511000 UTC,2023-10-01 04:48:12.511000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,69.0,,count/min,2023-10-01 05:04:28.385000 UTC,2023-10-01 05:04:28.385000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,96.0,,count/min,2023-10-01 05:07:50.885000 UTC,2023-10-01 05:07:50.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,89.0,,count/min,2023-10-01 05:07:54.885000 UTC,2023-10-01 05:07:54.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,86.0,,count/min,2023-10-01 05:08:09.885000 UTC,2023-10-01 05:08:09.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,88.0,,count/min,2023-10-01 05:08:23.885000 UTC,2023-10-01 05:08:23.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,91.0,,count/min,2023-10-01 05:08:35.885000 UTC,2023-10-01 05:08:35.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,94.0,,count/min,2023-10-01 05:08:42.885000 UTC,2023-10-01 05:08:42.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,93.0,,count/min,2023-10-01 05:08:53.885000 UTC,2023-10-01 05:08:53.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,92.00000000000001,,count/min,2023-10-01 05:08:36.885000 UTC,2023-10-01 05:08:36.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,95.0,,count/min,2023-10-01 05:09:02.885000 UTC,2023-10-01 05:09:02.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,94.0,,count/min,2023-10-01 05:09:00.885000 UTC,2023-10-01 05:09:00.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,95.0,,count/min,2023-10-01 05:09:06.885000 UTC,2023-10-01 05:09:06.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,94.0,,count/min,2023-10-01 05:09:11.885000 UTC,2023-10-01 05:09:11.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,94.0,,count/min,2023-10-01 05:09:16.885000 UTC,2023-10-01 05:09:16.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,95.0,,count/min,2023-10-01 05:09:21.885000 UTC,2023-10-01 05:09:21.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,94.0,,count/min,2023-10-01 05:09:30.885000 UTC,2023-10-01 05:09:30.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,91.0,,count/min,2023-10-01 05:09:37.885000 UTC,2023-10-01 05:09:37.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,91.0,,count/min,2023-10-01 05:09:42.885000 UTC,2023-10-01 05:09:42.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,85.0,,count/min,2023-10-01 05:09:50.885000 UTC,2023-10-01 05:09:50.885000 UTC,,false,"Watch6,14",9.6.2,1.1.6
19,19,10,iOS,Apple Watch,prod,2.4,2023-10-01 13:41:02.438000 UTC,heartRate,77.00000000000001,,count/min,2023-10-01 05:11:47.636000 UTC,2023-10-01 05:11:47.636000 UTC,,false,"Watch6,14",9.6.2,1.1.6
